OFFENSE_CODE,YEAR,OFFENSE_DESCRIPTION,OCCURRED_ON_DATE,STREET,Lat,Long,Location,OFFENSE_CODE_GROUP
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 16:11:00,LAKE SHORE RD,42.34379826,-71.16560344,"(42.34379826, -71.16560344)",Medical Assistance
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-08-10 08:10:00,TREMONT ST,42.33952756,-71.07999981,"(42.33952756, -71.07999981)",Fraud
2647,2018,THREATS TO DO BODILY HARM,2018-08-17 11:21:00,FEDERAL ST,42.35501985,-71.05642713,"(42.35501985, -71.05642713)",Other
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-07-03 14:00:00,BAKER ST,42.284107,-71.16963653,"(42.28410700, -71.16963653)",Motor Vehicle Accident Response
1001,2018,FORGERY / COUNTERFEITING,2018-08-21 16:25:00,E EAGLE ST,42.381334,-71.02718945,"(42.38133400, -71.02718945)",Counterfeiting
1001,2018,FORGERY / COUNTERFEITING,2018-07-05 10:00:00,DAVISON ST,42.25632224,-71.11959219,"(42.25632224, -71.11959219)",Counterfeiting
616,2018,LARCENY THEFT OF BICYCLE,2018-08-21 15:16:00,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.08314540)",Larceny
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-08-20 22:00:00,CHESTNUT ST,42.37595927,-71.05966056,"(42.37595927, -71.05966056)",Confidence Games
2907,2018,VAL - OPERATING AFTER REV/SUSP.,2018-08-21 15:36:00,,42.33119415,-71.07700218,"(42.33119415, -71.07700218)",Violations
3207,2018,PROPERTY - FOUND,2018-08-20 15:00:00,COLUMBUS AVE,42.341332,-71.0807435,"(42.34133200, -71.08074350)",Property Found
2907,2018,VAL - OPERATING AFTER REV/SUSP.,2018-08-21 14:56:00,W SELDEN ST,42.27693086,-71.08631706,"(42.27693086, -71.08631706)",Violations
2647,2018,THREATS TO DO BODILY HARM,2018-08-21 13:45:00,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)",Other
3802,2018,M/V ACCIDENT - PROPERTY  DAMAGE,2018-08-21 13:27:00,TERRACE ST,42.32911928,-71.09782102,"(42.32911928, -71.09782102)",Motor Vehicle Accident Response
3207,2018,PROPERTY - FOUND,2018-08-21 14:39:00,CENTER PLZ,42.35882415,-71.0599004,"(42.35882415, -71.05990040)",Property Found
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-21 14:30:00,CUMBERLAND ST,42.34348845,-71.08179542,"(42.34348845, -71.08179542)",Motor Vehicle Accident Response
3115,2018,INVESTIGATE PERSON,2018-08-21 14:41:00,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)",Investigate Person
2647,2018,THREATS TO DO BODILY HARM,2018-06-30 09:07:00,WRENTHAM ST,42.28832861,-71.05938355,"(42.28832861, -71.05938355)",Other
1402,2018,VANDALISM,2018-08-18 17:00:00,E ST,42.33849306,-71.0485035,"(42.33849306, -71.04850350)",Vandalism
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-08-09 19:00:00,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)",Confidence Games
3201,2018,PROPERTY - LOST,2018-08-20 12:00:00,NORTHERN AVE,42.35121818,-71.04381769,"(42.35121818, -71.04381769)",Property Lost
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 13:52:00,ISLAND VIEW PL,42.31968671,-71.04411167,"(42.31968671, -71.04411167)",Medical Assistance
3802,2018,M/V ACCIDENT - PROPERTY  DAMAGE,2018-08-21 13:22:00,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)",Motor Vehicle Accident Response
3502,2018,MISSING PERSON - LOCATED,2018-08-21 14:07:00,ALBANY ST,42.33568335,-71.07043382,"(42.33568335, -71.07043382)",Missing Person Located
542,2018,BURGLARY - COMMERICAL - NO FORCE,2018-08-17 16:00:00,SILVER ST,42.33694485,-71.04895757,"(42.33694485, -71.04895757)",Commercial Burglary
2905,2018,VAL - OPERATING WITHOUT LICENSE,2018-08-21 13:20:00,VFW PKWY,42.26656335,-71.16881883,"(42.26656335, -71.16881883)",Violations
3811,2018,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,2018-08-21 13:36:00,CENTRE ST,42.31332753,-71.11410023,"(42.31332753, -71.11410023)",Motor Vehicle Accident Response
2006,2018,VIOL. OF RESTRAINING ORDER W ARREST,2018-08-21 12:50:00,HARVARD ST,42.29190075,-71.09029516,"(42.29190075, -71.09029516)",Restraining Order Violations
2905,2018,VAL - OPERATING WITHOUT LICENSE,2018-08-21 13:16:00,BARRY ST,42.30798845,-71.06939821,"(42.30798845, -71.06939821)",Violations
423,2018,ASSAULT - AGGRAVATED,2018-08-21 12:30:00,RANELEGH RD,42.35595478,-71.16094836,"(42.35595478, -71.16094836)",Aggravated Assault
1402,2018,VANDALISM,2018-08-01 12:00:00,,42.34967243,-71.069728,"(42.34967243, -71.06972800)",Vandalism
1849,2018,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-08-21 13:15:00,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)",Drug Violation
3115,2018,INVESTIGATE PERSON,2018-08-20 14:15:00,LAMSON ST,42.36593289,-71.03299676,"(42.36593289, -71.03299676)",Investigate Person
3501,2018,MISSING PERSON,2018-08-21 12:00:00,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",Missing Person Reported
613,2018,LARCENY SHOPLIFTING,2018-08-21 12:08:00,CENTRE ST,42.31193403,-71.1142909,"(42.31193403, -71.11429090)",Larceny
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-21 12:43:00,DORCHESTER AVE,42.32029322,-71.05676992,"(42.32029322, -71.05676992)",Simple Assault
3115,2018,INVESTIGATE PERSON,2018-08-21 12:35:00,BRINTON ST,42.3202771,-71.09248784,"(42.32027710, -71.09248784)",Investigate Person
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-20 10:30:00,LEVANT ST,42.3032249,-71.07039247,"(42.30322490, -71.07039247)",Simple Assault
2647,2018,THREATS TO DO BODILY HARM,2018-08-21 18:16:00,BANTON ST,42.28865167,-71.06415608,"(42.28865167, -71.06415608)",Other
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-08-21 12:54:00,DONWOOD TER,42.27433516,-71.08508122,"(42.27433516, -71.08508122)",Confidence Games
3201,2018,PROPERTY - LOST,2018-08-11 14:00:00,CAMBRIDGE ST,42.36100304,-71.07006336,"(42.36100304, -71.07006336)",Property Lost
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 11:24:00,CHESTNUT AVE,42.31693791,-71.10687901,"(42.31693791, -71.10687901)",Medical Assistance
3410,2018,TOWED MOTOR VEHICLE,2018-08-21 11:43:00,LEICESTER ST,42.34974214,-71.15455697,"(42.34974214, -71.15455697)",Towed
520,2018,BURGLARY - RESIDENTIAL - FORCE,2018-08-20 13:30:00,COLUMBIA RD,42.3303689,-71.0486577,"(42.33036890, -71.04865770)",Residential Burglary
3501,2018,MISSING PERSON,2018-08-21 11:14:00,GRAMPIAN WAY,42.3118518,-71.04934271,"(42.31185180, -71.04934271)",Missing Person Reported
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 11:37:00,FRANKLIN PARK RD,42.30224095,-71.08737739,"(42.30224095, -71.08737739)",Medical Assistance
2900,2018,VAL - VIOLATION OF AUTO LAW - OTHER,2018-08-21 11:45:00,FLOYD ST,42.28834693,-71.0860772,"(42.28834693, -71.08607720)",Other
2905,2018,VAL - OPERATING WITHOUT LICENSE,2018-08-21 08:30:00,W NEWTON ST,42.34225888,-71.07749696,"(42.34225888, -71.07749696)",Violations
1831,2018,DRUGS - SICK ASSIST - OTHER NARCOTIC,2018-08-21 10:47:00,COMMONWEALTH AVE,42.34937839,-71.13249037,"(42.34937839, -71.13249037)",Drug Violation
617,2018,LARCENY THEFT FROM BUILDING,2018-08-21 11:41:00,WASHINGTON ST,42.27667497,-71.13890156,"(42.27667497, -71.13890156)",Larceny
1842,2018,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-08-21 11:40:00,SOUTHAMPTON ST,42.33168201,-71.06798742,"(42.33168201, -71.06798742)",Drug Violation
1109,2018,FRAUD - WIRE,2018-08-15 00:00:00,MAPLE ST,42.28955417,-71.15591762,"(42.28955417, -71.15591762)",Fraud
3201,2018,PROPERTY - LOST,2018-08-20 07:30:00,NORFOLK ST,42.28363434,-71.0828132,"(42.28363434, -71.08281320)",Property Lost
3207,2018,PROPERTY - FOUND,2018-03-21 00:00:00,CALUMET ST,42.33164942,-71.10388952,"(42.33164942, -71.10388952)",Property Found
3207,2018,PROPERTY - FOUND,2018-08-21 11:04:00,TREMONT ST,42.33989976,-71.07930014,"(42.33989976, -71.07930014)",Property Found
3830,2018,M/V - LEAVING SCENE - PERSONAL INJURY,2018-08-21 10:43:00,COLUMBIA RD,42.30352079,-71.08404465,"(42.30352079, -71.08404465)",Motor Vehicle Accident Response
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 18:30:00,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)",Larceny From Motor Vehicle
617,2018,LARCENY THEFT FROM BUILDING,2018-08-21 10:10:00,HERALD ST,42.34675589,-71.0652127,"(42.34675589, -71.06521270)",Larceny
1402,2018,VANDALISM,2018-08-20 20:00:00,E EIGHTH ST,42.33129177,-71.04539502,"(42.33129177, -71.04539502)",Vandalism
3207,2018,PROPERTY - FOUND,2018-08-21 07:47:00,CHARLES ST S,42.3496828,-71.06656125,"(42.34968280, -71.06656125)",Property Found
2907,2018,VAL - OPERATING AFTER REV/SUSP.,2018-08-21 09:39:00,BEACON ST,42.35118146,-71.0882412,"(42.35118146, -71.08824120)",Violations
3410,2018,TOWED MOTOR VEHICLE,2018-08-21 07:17:00,E SIXTH ST,42.33321208,-71.0301811,"(42.33321208, -71.03018110)",Towed
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 09:26:00,GEORGETOWNE DR,42.25943465,-71.14798064,"(42.25943465, -71.14798064)",Medical Assistance
3125,2018,WARRANT ARREST,2018-08-21 09:36:00,,42.33288414,-71.08105019,"(42.33288414, -71.08105019)",Warrant Arrests
3301,2018,VERBAL DISPUTE,2018-08-21 08:49:00,HAZELWOOD CT,42.31785103,-71.08499096,"(42.31785103, -71.08499096)",Verbal Disputes
2616,2018,POSSESSION OF BURGLARIOUS TOOLS,2018-08-21 08:20:00,CHURCH ST,42.34826633,-71.06753338,"(42.34826633, -71.06753338)",Other
3810,2018,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,2018-08-21 07:46:00,CAMBRIDGE ST,42.36116819,-71.06371565,"(42.36116819, -71.06371565)",Motor Vehicle Accident Response
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 08:04:00,GENEVA AVE,42.30176046,-71.06865428,"(42.30176046, -71.06865428)",Medical Assistance
3802,2018,M/V ACCIDENT - PROPERTY  DAMAGE,2018-08-21 07:33:00,ANTWERP ST,42.35796985,-71.1407986,"(42.35796985, -71.14079860)",Motor Vehicle Accident Response
3119,2018,FIREARM/WEAPON - FOUND OR CONFISCATED,2018-08-20 06:00:00,PARK ST,42.29786606,-71.06332517,"(42.29786606, -71.06332517)",Firearm Discovery
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 18:30:00,THOMAS PARK,42.33337487,-71.04451764,"(42.33337487, -71.04451764)",Larceny From Motor Vehicle
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-21 03:40:00,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.34147510, -71.08495034)",Larceny From Motor Vehicle
3114,2018,INVESTIGATE PROPERTY,2018-08-21 04:30:00,LYFORD ST,42.28850204,-71.08371516,"(42.28850204, -71.08371516)",Investigate Property
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 04:43:00,ANNUNCIATION RD,42.33645686,-71.09316852,"(42.33645686, -71.09316852)",Medical Assistance
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-21 04:41:00,BEECH GLEN ST,42.3246387,-71.09531354,"(42.32463870, -71.09531354)",Simple Assault
3114,2018,INVESTIGATE PROPERTY,2018-08-21 02:15:00,LAURIAT ST,42.28800485,-71.08027891,"(42.28800485, -71.08027891)",Investigate Property
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-21 01:03:00,LANGDON ST,42.32544469,-71.06964485,"(42.32544469, -71.06964485)",Medical Assistance
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-21 00:33:00,COLUMBUS AVE,42.339675,-71.0829325,"(42.33967500, -71.08293250)",Simple Assault
301,2018,ROBBERY - STREET,2018-08-21 00:45:00,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",Robbery
3201,2018,PROPERTY - LOST,2018-08-21 00:37:00,CUMMINS HWY,42.27490448,-71.11007016,"(42.27490448, -71.11007016)",Property Lost
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 18:40:00,COMMONWEALTH AVE,42.34945353,-71.08644334,"(42.34945353, -71.08644334)",Larceny From Motor Vehicle
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-20 22:40:00,WARREN SQ,42.31317095,-71.11207359,"(42.31317095, -71.11207359)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-08-20 23:15:00,TOPLIFF ST,42.30190019,-71.06777275,"(42.30190019, -71.06777275)",Investigate Property
724,2018,AUTO THEFT,2018-08-20 20:00:00,TREMONT ST,42.34218704,-71.07494905,"(42.34218704, -71.07494905)",Auto Theft
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-08-20 22:21:00,BALLOU AVE,42.28679301,-71.08111935,"(42.28679301, -71.08111935)",Motor Vehicle Accident Response
3115,2018,INVESTIGATE PERSON,2018-08-20 21:21:00,CARNEY CT,42.37915428,-71.06022431,"(42.37915428, -71.06022431)",Investigate Person
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 20:00:00,WASHINGTON ST,42.35456406,-71.06147418,"(42.35456406, -71.06147418)",Motor Vehicle Accident Response
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-20 19:49:00,PRENTISS ST,42.33414659,-71.09470188,"(42.33414659, -71.09470188)",Medical Assistance
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-20 21:48:00,MACKIN ST,42.36105634,-71.14447095,"(42.36105634, -71.14447095)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-08-20 21:24:00,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)",Investigate Property
706,2018,AUTO THEFT - MOTORCYCLE / SCOOTER,2018-08-19 20:00:00,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)",Auto Theft
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 20:58:00,ATLANTIC AVE,42.354758,-71.051414,"(42.35475800, -71.05141400)",Motor Vehicle Accident Response
1402,2018,VANDALISM,2018-08-20 20:05:00,BOYLSTON ST,42.31538816,-71.10239088,"(42.31538816, -71.10239088)",Vandalism
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-08-15 09:00:00,GARDEN COURT ST,42.36436093,-71.05330627,"(42.36436093, -71.05330627)",Fraud
616,2018,LARCENY THEFT OF BICYCLE,2018-08-20 20:54:05,CLEARWAY ST,42.34544847,-71.08683654,"(42.34544847, -71.08683654)",Larceny
3114,2018,INVESTIGATE PROPERTY,2018-08-20 21:07:00,STATE ST,42.35913205,-71.05504984,"(42.35913205, -71.05504984)",Investigate Property
613,2018,LARCENY SHOPLIFTING,2018-08-20 20:50:00,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",Larceny
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-07-02 00:00:00,INTERVALE ST,42.31049939,-71.07733579,"(42.31049939, -71.07733579)",Fraud
1846,2018,DRUGS - POSS CLASS E,2018-08-20 19:55:00,ALLERTON ST,42.3295381,-71.07163555,"(42.32953810, -71.07163555)",Drug Violation
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-18 17:00:00,FLORIDA ST,42.28924421,-71.0589587,"(42.28924421, -71.05895870)",Motor Vehicle Accident Response
1849,2018,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-08-20 16:30:00,ALLERTON ST,42.32918426,-71.07112135,"(42.32918426, -71.07112135)",Drug Violation
1402,2018,VANDALISM,2018-08-20 18:35:00,SCHOOL ST,42.35742837,-71.05832551,"(42.35742837, -71.05832551)",Vandalism
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 02:45:00,WESTVILLE ST,42.30138747,-71.0658424,"(42.30138747, -71.06584240)",Larceny From Motor Vehicle
3202,2018,PROPERTY - LOST THEN LOCATED,2018-08-16 19:00:00,EVERETT ST,42.25746471,-71.12170562,"(42.25746471, -71.12170562)",Property Found
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 08:00:00,FRONTAGE RD,42.34277328,-71.0616857,"(42.34277328, -71.06168570)",Motor Vehicle Accident Response
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 16:00:00,WASHINGTON ST,42.28688203,-71.1276629,"(42.28688203, -71.12766290)",Motor Vehicle Accident Response
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 18:00:00,BEECH ST,42.27717807,-71.13522599,"(42.27717807, -71.13522599)",Larceny From Motor Vehicle
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-20 18:42:00,GENERAL LAWRENCE J LOGAN ,42.32828842,-71.05529696,"(42.32828842, -71.05529696)",Medical Assistance
1402,2018,VANDALISM,2018-08-19 14:00:00,CHURCH ST,42.34895975,-71.06813697,"(42.34895975, -71.06813697)",Vandalism
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-08-20 19:12:00,MELVILLE AVE,42.29570358,-71.06280641,"(42.29570358, -71.06280641)",Larceny From Motor Vehicle
613,2018,LARCENY SHOPLIFTING,2018-08-20 18:30:00,WASHINGTON ST,42.34890289,-71.15890934,"(42.34890289, -71.15890934)",Larceny
3109,2018,SERVICE TO OTHER PD INSIDE OF MA.,2018-08-20 16:32:00,MASSACHUSETTS AVE,42.34709349,-71.08764568,"(42.34709349, -71.08764568)",Police Service Incidents
3810,2018,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,2018-08-20 18:41:00,BROOKLINE AVE,42.34698823,-71.09874531,"(42.34698823, -71.09874531)",Motor Vehicle Accident Response
706,2018,AUTO THEFT - MOTORCYCLE / SCOOTER,2018-08-19 23:00:00,NORWAY ST,42.34535675,-71.0890965,"(42.34535675, -71.08909650)",Auto Theft
3115,2018,INVESTIGATE PERSON,2018-08-20 17:30:00,INWOOD ST,42.30600611,-71.06929307,"(42.30600611, -71.06929307)",Investigate Person
1849,2018,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-08-20 18:20:00,CENTRE ST,42.26223435,-71.16352042,"(42.26223435, -71.16352042)",Drug Violation
735,2018,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2018-08-20 08:10:00,HIGHLAND ST,42.32339127,-71.09547475,"(42.32339127, -71.09547475)",Auto Theft Recovery
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 17:54:00,,42.30758298,-71.07607488,"(42.30758298, -71.07607488)",Motor Vehicle Accident Response
3115,2018,INVESTIGATE PERSON,2018-08-20 18:13:00,LONGWOOD AVE,42.3365535,-71.10198577,"(42.33655350, -71.10198577)",Investigate Person
3201,2018,PROPERTY - LOST,2018-06-20 00:00:00,DAKOTA ST,42.29992148,-71.06783825,"(42.29992148, -71.06783825)",Property Lost
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-17 03:00:00,BROOKSIDE AVE,42.31392897,-71.10288162,"(42.31392897, -71.10288162)",Motor Vehicle Accident Response
3410,2018,TOWED MOTOR VEHICLE,2018-08-20 16:24:00,COLUMBUS AVE,42.3428985,-71.0788,"(42.34289850, -71.07880000)",Towed
2617,2018,CONSPIRACY EXCEPT DRUG LAW,2018-08-20 17:14:00,LYNDHURST ST,42.2922879,-71.07177018,"(42.29228790, -71.07177018)",Drug Violation
724,2018,AUTO THEFT,2018-08-20 17:45:00,WASHINGTON ST,42.37295916,-71.06462811,"(42.37295916, -71.06462811)",Auto Theft
619,2018,LARCENY ALL OTHERS,2018-08-17 19:30:00,WASHINGTON ST,42.34885012,-71.15982522,"(42.34885012, -71.15982522)",Larceny
617,2018,LARCENY THEFT FROM BUILDING,2018-08-20 17:22:00,COMMONWEALTH AVE,42.35199294,-71.07706785,"(42.35199294, -71.07706785)",Larceny
724,2018,AUTO THEFT,2018-08-20 17:39:00,E EIGHTH ST,42.33142637,-71.03820913,"(42.33142637, -71.03820913)",Auto Theft
3801,2018,M/V ACCIDENT - OTHER,2018-08-20 17:07:00,HAMMOND ST,42.33676946,-71.08357252,"(42.33676946, -71.08357252)",Motor Vehicle Accident Response
1107,2018,FRAUD - IMPERSONATION,2018-08-20 11:00:00,ALAMEDA RD,42.29211473,-71.15415383,"(42.29211473, -71.15415383)",Fraud
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-20 10:25:00,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)",Simple Assault
1402,2018,VANDALISM,2018-08-18 02:20:00,CANTERBURY ST,42.2831924,-71.11154656,"(42.28319240, -71.11154656)",Vandalism
3114,2018,INVESTIGATE PROPERTY,2018-06-11 00:00:00,SOUTHAMPTON ST,42.33076176,-71.06334878,"(42.33076176, -71.06334878)",Investigate Property
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-01 16:00:00,HEMENWAY ST,42.34395226,-71.08990705,"(42.34395226, -71.08990705)",Motor Vehicle Accident Response
2629,2018,HARASSMENT,2018-08-20 14:38:00,SARATOGA ST,42.38648845,-71.00986751,"(42.38648845, -71.00986751)",Harassment
2007,2018,VIOL. OF RESTRAINING ORDER W NO ARREST,2018-07-20 15:27:00,MERIDIAN ST,42.37901498,-71.03920664,"(42.37901498, -71.03920664)",Restraining Order Violations
3201,2018,PROPERTY - LOST,2018-08-20 16:31:00,CULBERT ST,42.27372385,-71.09449411,"(42.27372385, -71.09449411)",Property Lost
616,2018,LARCENY THEFT OF BICYCLE,2018-08-19 21:00:00,BENNINGTON ST,42.38635291,-71.00782032,"(42.38635291, -71.00782032)",Larceny
520,2018,BURGLARY - RESIDENTIAL - FORCE,2018-08-20 10:00:00,RIVER ST,42.2533034,-71.12971806,"(42.25330340, -71.12971806)",Residential Burglary
3115,2018,INVESTIGATE PERSON,2018-08-20 15:11:00,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.34107005, -71.08255287)",Investigate Person
3201,2018,PROPERTY - LOST,2018-08-17 19:30:00,SOUTH ST,42.28718942,-71.12954583,"(42.28718942, -71.12954583)",Property Lost
522,2018,BURGLARY - RESIDENTIAL - NO FORCE,2018-08-19 13:00:00,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)",Residential Burglary
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 15:30:00,DUDLEY ST,42.32919289,-71.08730233,"(42.32919289, -71.08730233)",Motor Vehicle Accident Response
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-08-20 14:28:00,CEDAR ST,42.37685696,-71.06195643,"(42.37685696, -71.06195643)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-08-19 07:00:00,B ST,42.34157734,-71.05300446,"(42.34157734, -71.05300446)",Investigate Property
3109,2018,SERVICE TO OTHER PD INSIDE OF MA.,2018-08-20 15:01:00,BROOKS ST,42.35512074,-71.16267863,"(42.35512074, -71.16267863)",Police Service Incidents
3115,2018,INVESTIGATE PERSON,2018-08-20 15:14:00,ALDRICH ST,42.28565795,-71.13978042,"(42.28565795, -71.13978042)",Investigate Person
3801,2018,M/V ACCIDENT - OTHER,2018-08-20 14:14:00,NORFOLK ST,42.28945401,-71.0728028,"(42.28945401, -71.07280280)",Motor Vehicle Accident Response
2647,2018,THREATS TO DO BODILY HARM,2018-08-20 02:20:00,METCALF CT,42.30536762,-71.115715,"(42.30536762, -71.11571500)",Other
1402,2018,VANDALISM,2018-08-20 15:00:00,FAIRVIEW AVE,42.24589301,-71.13838053,"(42.24589301, -71.13838053)",Vandalism
3410,2018,TOWED MOTOR VEHICLE,2018-08-20 14:09:00,NORTH ST,42.36579835,-71.05148763,"(42.36579835, -71.05148763)",Towed
3501,2018,MISSING PERSON,2018-08-20 14:56:00,BRADLEE ST,42.29714531,-71.07409528,"(42.29714531, -71.07409528)",Missing Person Reported
3114,2018,INVESTIGATE PROPERTY,2018-08-20 14:48:00,GERARD ST,42.32965577,-71.07233804,"(42.32965577, -71.07233804)",Investigate Property
802,2018,ASSAULT SIMPLE - BATTERY,2018-08-20 13:56:00,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)",Simple Assault
617,2018,LARCENY THEFT FROM BUILDING,2018-08-20 12:49:00,CHARLES ST,42.35685593,-71.06979283,"(42.35685593, -71.06979283)",Larceny
2900,2018,VAL - VIOLATION OF AUTO LAW - OTHER,2018-08-20 10:21:00,HUMPHREYS ST,42.31920512,-71.06676803,"(42.31920512, -71.06676803)",Other
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-17 11:30:00,HAMILTON ST,42.30500848,-71.06606441,"(42.30500848, -71.06606441)",Motor Vehicle Accident Response
617,2018,LARCENY THEFT FROM BUILDING,2018-08-19 11:00:00,OAK ST W,42.34852699,-71.06486875,"(42.34852699, -71.06486875)",Larceny
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-08-20 13:24:00,BLUE HILL AVE,42.29993995,-71.08621901,"(42.29993995, -71.08621901)",Motor Vehicle Accident Response
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-08-15 12:00:00,RUSKINDALE RD,42.26889666,-71.1081375,"(42.26889666, -71.10813750)",Fraud
3115,2018,INVESTIGATE PERSON,2018-08-20 14:06:00,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)",Investigate Person
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-20 08:15:00,WASHINGTON ST,42.26058026,-71.15768668,"(42.26058026, -71.15768668)",Motor Vehicle Accident Response
1107,2018,FRAUD - IMPERSONATION,2018-08-14 00:00:00,WALNUT AVE,42.32031741,-71.08732302,"(42.32031741, -71.08732302)",Fraud
3115,2018,INVESTIGATE PERSON,2018-08-20 13:44:00,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)",Investigate Person
3114,2018,INVESTIGATE PROPERTY,2018-08-20 12:55:00,CENTRE ST,42.32208597,-71.10964043,"(42.32208597, -71.10964043)",Investigate Property
3201,2018,PROPERTY - LOST,2018-08-19 11:00:00,MARCELLA ST,42.32525339,-71.09670872,"(42.32525339, -71.09670872)",Property Lost
2660,2018,OTHER OFFENSE,2018-08-20 13:00:00,WILLOW ST,42.29343003,-71.15702154,"(42.29343003, -71.15702154)",Other
2629,2018,HARASSMENT,2018-08-20 13:00:00,GEORGETOWNE PL,42.25520097,-71.14449084,"(42.25520097, -71.14449084)",Harassment
